ID,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,WHITE,HISPANIC,BLACK,ASIAN,NATIVE,OTHER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGREE
57,57,Schlichting,Schleswig-Holstein,223,Schlichting,223,0.52914798,0.47085202,0.23424,0.03498,0.12637,0.1085,0.36195,0.13396,0.04549,0.05026,0.04705,0.03631,0.05874,0.05641,0.05549,0.05859,0.05814,0.06264,0.08231,0.08607,0.05867,0.05161,0.05133,0.05881,0.04667,0.0354,0.35468,0.06843,0.18482,0.00582,0.06131,0.02416,0.20958,0.02563,0.00865,0.05692,0.26836,0.1242,0.14097,0.46648
58,58,Tellingstedt,Schleswig-Holstein,2628,Tellingstedt,2628,0.4870624,0.5129376,0.02347,0.31507,0.37384,0.17305,0.03973,0.07484,0.0492,0.04885,0.04247,0.04254,0.05469,0.06306,0.05764,0.05243,0.04652,0.0727,0.09208,0.07226,0.06589,0.05828,0.05471,0.05604,0.04235,0.0283,0.21573,0.08407,0.38695,0.01346,0.01273,0.03319,0.07955,0.06231,0.04153,0.07048,0.48102,0.40069,0.01914,0.09915
59,59,Tielenhemme,Schleswig-Holstein,172,Tielenhemme,172,0.47093023,0.52906977,0.10186,0.12135,0.05617,0.67413,0.00763,0.03884,0.04634,0.04336,0.04962,0.04756,0.05733,0.05908,0.05969,0.05905,0.05404,0.0736,0.08126,0.0728,0.06569,0.06145,0.04946,0.05358,0.0304,0.03568,0.03134,0.06718,0.24911,0.01687,0.07259,0.2017,0.00236,0.04992,0.152,0.15694,0.42874,0.05151,0.17342,0.34633
60,60,Wallen,Schleswig-Holstein,32,Wallen,32,0.46875,0.53125,0.00481,0.05278,0.18617,0.11223,0.02785,0.61616,0.05238,0.03527,0.04596,0.0381,0.05235,0.05587,0.06078,0.06235,0.05717,0.06629,0.0956,0.07227,0.05705,0.05642,0.04687,0.05699,0.04898,0.0393,0.01875,0.13095,0.04307,0.2012,0.10348,0.07125,0.05154,0.06307,0.058,0.2587,0.0473,0.02422,0.69699,0.2315
61,61,Welmbüttel,Schleswig-Holstein,422,Welmbüttel,422,0.48341232,0.51658768,0.39069,0.01317,0.03643,0.29992,0.24656,0.01323,0.04141,0.03575,0.04625,0.03428,0.04741,0.0637,0.04955,0.06061,0.05741,0.06864,0.08728,0.08735,0.06939,0.06143,0.05076,0.05973,0.03582,0.04325,0.02482,0.26134,0.21864,0.095,0.12325,0.00677,0.03282,0.02063,0.02251,0.19423,0.50002,0.22597,0.25904,0.01497
62,62,Westerborstel,Schleswig-Holstein,93,Westerborstel,93,0.46236559,0.53763441,0.24872,0.05369,0.13003,0.0705,0.01431,0.48274,0.03596,0.04942,0.03713,0.03683,0.06136,0.05898,0.06025,0.06066,0.06433,0.06595,0.08452,0.07946,0.06394,0.06115,0.05075,0.05745,0.04322,0.02864,0.1743,0.00836,0.02309,0.01918,0.09385,0.01733,0.07118,0.02333,0.28258,0.28679,0.05744,0.0947,0.6756,0.17226
63,63,Wiemerstedt,Schleswig-Holstein,151,Wiemerstedt,151,0.46357616,0.53642384,0.07659,0.22271,0.00632,0.05538,0.21795,0.42104,0.04316,0.05191,0.05407,0.03916,0.0463,0.05173,0.05278,0.05706,0.05088,0.07651,0.09629,0.08362,0.0596,0.05432,0.05674,0.05412,0.04194,0.0298,0.17595,0.32012,0.01828,0.11242,0.04158,0.00324,0.03677,0.07488,0.11826,0.0985,0.10383,0.13306,0.75558,0.00752
64,64,Wrohm,Schleswig-Holstein,677,Wrohm,677,0.52880355,0.47119645,0.15709,0.04261,0.11185,0.08834,0.24904,0.35107,0.0365,0.051,0.05242,0.03692,0.05994,0.05089,0.06314,0.06493,0.05638,0.06437,0.08523,0.07947,0.07038,0.05278,0.0492,0.05299,0.03653,0.03694,0.04482,0.1075,0.02081,0.03113,0.01713,0.11464,0.01475,0.18475,0.44132,0.02318,0.18271,0.48629,0.00399,0.32701
65,65,Süderdorf,Schleswig-Holstein,346,Süderdorf,346,0.51445087,0.48554913,0.12243,0.206,0.11318,0.13462,0.22134,0.20243,0.05128,0.0482,0.04971,0.04954,0.05593,0.04763,0.05194,0.05674,0.05791,0.07194,0.0906,0.07783,0.07201,0.05393,0.0522,0.04713,0.03866,0.02682,0.15103,0.04735,0.08198,0.03627,0.14034,0.08077,0.19916,0.03843,0.11734,0.10735,0.13368,0.48113,0.27651,0.10868
66,66,Süderheistedt,Schleswig-Holstein,522,Süderheistedt,522,0.5,0.5,0.3537,0.18761,0.36698,0.01467,0.06007,0.01697,0.04675,0.04644,0.05023,0.04044,0.05532,0.06115,0.05532,0.06115,0.05338,0.06901,0.08055,0.07102,0.07037,0.06256,0.05027,0.052,0.03997,0.03409,0.10273,0.00378,0.00166,0.00185,0.21149,0.07982,0.04249,0.15072,0.06553,0.33994,0.12716,0.0032,0.50686,0.36278
67,67,Hemmingstedt,Schleswig-Holstein,2873,Hemmingstedt,2873,0.49669335,0.50330665,0.19354,0.18022,0.19927,0.17845,0.08049,0.16803,0.04147,0.03603,0.05,0.04584,0.05321,0.0641,0.06104,0.058,0.06655,0.06714,0.08258,0.08129,0.06287,0.05136,0.04201,0.05065,0.04749,0.03838,0.01181,0.0794,0.04454,0.09886,0.05274,0.28389,0.02032,0.0752,0.10474,0.22849,0.28878,0.66158,0.01052,0.03911
68,68,Lieth,Schleswig-Holstein,385,Lieth,385,0.45194805,0.54805195,0.61443,0.07457,0.01125,0.21301,0.04293,0.04381,0.05166,0.04501,0.04335,0.03799,0.04994,0.06403,0.05474,0.05501,0.05508,0.07768,0.08831,0.07519,0.07395,0.05876,0.04538,0.05027,0.04635,0.0273,0.01843,0.14464,0.13473,0.10276,0.06922,0.05842,0.04313,0.00689,0.1914,0.23037,0.63594,0.34358,0.01113,0.00935
69,69,Lohe-Rickelshof,Schleswig-Holstein,2094,Lohe-Rickelshof,2094,0.46991404,0.53008596,0.00247,0.04272,0.07696,0.1505,0.28046,0.44689,0.03922,0.04506,0.04438,0.04496,0.05712,0.05613,0.05136,0.06832,0.05569,0.07367,0.08773,0.0772,0.05924,0.05539,0.04845,0.05408,0.03728,0.04474,0.03304,0.07119,0.0035,0.11349,0.03342,0.08708,0.09293,0.26682,0.28654,0.01199,0.16149,0.61472,0.19114,0.03266
70,70,Neuenkirchen,Schleswig-Holstein,940,Neuenkirchen,940,0.53297872,0.46702128,0.07684,0.39914,0.05624,0.12042,0.27545,0.07191,0.03669,0.05236,0.03845,0.03725,0.06154,0.0652,0.06247,0.05313,0.0512,0.06273,0.09081,0.07612,0.06461,0.05729,0.04731,0.0608,0.04006,0.04197,0.10358,0.01,0.07927,0.15225,0.1893,0.01855,0.07007,0.30063,0.02338,0.05297,0.21937,0.24726,0.41492,0.11845
71,71,Norderwöhrden,Schleswig-Holstein,261,Norderwöhrden,261,0.55172414,0.44827586,0.11348,0.28431,0.05527,0.32862,0.11208,0.10624,0.03727,0.03455,0.05044,0.04724,0.06192,0.0563,0.05525,0.05866,0.06477,0.06586,0.08309,0.0834,0.06542,0.05604,0.04915,0.06235,0.03603,0.03226,0.02915,0.08381,0.02432,0.0889,0.13127,0.09608,0.09293,0.20772,0.19966,0.04617,0.46057,0.21223,0.28549,0.04171
72,72,Nordhastedt,Schleswig-Holstein,2844,Nordhastedt,2844,0.49894515,0.50105485,0.02854,0.21355,0.31937,0.03149,0.22652,0.18053,0.05355,0.04083,0.0407,0.04416,0.04838,0.06318,0.05732,0.05639,0.05995,0.06911,0.08145,0.08713,0.06787,0.05404,0.04654,0.05577,0.04249,0.03113,0.00846,0.13074,0.30215,0.17118,0.04158,0.02399,0.00903,0.2492,0.01585,0.04781,0.04177,0.55316,0.13041,0.27466
73,73,Ostrohe,Schleswig-Holstein,937,Ostrohe,937,0.5090715,0.4909285,0.19848,0.1471,0.09529,0.45097,0.04205,0.06611,0.04816,0.03399,0.05111,0.04216,0.05311,0.05739,0.05782,0.0614,0.05413,0.07273,0.09324,0.07259,0.05977,0.0643,0.05068,0.0513,0.04404,0.03208,0.01379,0.02243,0.15449,0.31274,0.13822,0.15346,0.09772,0.01669,0.03944,0.05103,0.1959,0.23502,0.27788,0.2912
74,74,Stelle-Wittenwurth,Schleswig-Holstein,426,Stelle-Wittenwurth,426,0.47652582,0.52347418,0.2123,0.16142,0.00977,0.04635,0.42439,0.14577,0.04551,0.03955,0.0524,0.04248,0.05438,0.06384,0.05491,0.04932,0.05666,0.06621,0.07997,0.07963,0.06884,0.06229,0.04568,0.06005,0.03756,0.04069,0.02079,0.30823,0.02745,0.00426,0.01418,0.36141,0.03264,0.02437,0.01653,0.19015,0.05308,0.0675,0.19347,0.68596
75,75,Wöhrden,Schleswig-Holstein,1279,Wöhrden,1279,0.49960907,0.50039093,0.01789,0.1064,0.34886,0.34777,0.1661,0.01297,0.04545,0.04686,0.04773,0.04976,0.05366,0.05219,0.05477,0.05088,0.05806,0.06123,0.08002,0.07098,0.06975,0.06377,0.0556,0.06359,0.03774,0.03797,0.01404,0.13081,0.21683,0.07464,0.0318,0.01758,0.07478,0.06204,0.26798,0.1095,0.09651,0.39417,0.00345,0.50587
76,76,Weddingstedt,Schleswig-Holstein,2303,Weddingstedt,2303,0.49804603,0.50195397,0.02545,0.0568,0.16443,0.00164,0.56689,0.18479,0.04021,0.03658,0.05473,0.04269,0.04939,0.05878,0.05527,0.05373,0.05204,0.06794,0.08991,0.08381,0.06899,0.05357,0.05419,0.05958,0.03355,0.04504,0.17666,0.01416,0.27802,0.12557,0.08646,0.01375,0.01759,0.02711,0.09579,0.1649,0.01087,0.07331,0.18789,0.72794
77,77,Wesseln,Schleswig-Holstein,1447,Wesseln,1447,0.50172771,0.49827229,0.1537,0.01727,0.06537,0.58878,0.11271,0.06218,0.04972,0.05471,0.03901,0.04792,0.05766,0.05265,0.0543,0.05296,0.06532,0.07025,0.0904,0.07524,0.0601,0.0534,0.04277,0.05273,0.04148,0.03937,0.06284,0.15269,0.10097,0.30954,0.16297,0.00595,0.02645,0.01812,0.09211,0.06835,0.7197,0.12386,0.0207,0.13574
78,78,Albersdorf,Schleswig-Holstein,3670,Albersdorf,3670,0.49046322,0.50953678,0.05993,0.08235,0.16343,0.1694,0.11374,0.41116,0.03981,0.05014,0.05091,0.04822,0.0495,0.06502,0.05535,0.05041,0.05086,0.07464,0.08249,0.08284,0.0568,0.0605,0.05651,0.05677,0.03523,0.03398,0.03661,0.04197,0.11179,0.09654,0.16275,0.12579,0.15768,0.09247,0.12588,0.04852,0.04287,0.47157,0.42133,0.06423
79,79,Arkebek,Schleswig-Holstein,226,Arkebek,226,0.53097345,0.46902655,0.34349,0.08281,0.48416,0.0047,0.07114,0.01369,0.04704,0.04853,0.03722,0.04039,0.04959,0.05601,0.05931,0.05083,0.05412,0.07049,0.08527,0.08151,0.0667,0.06568,0.05131,0.06234,0.04426,0.02938,0.36963,0.1197,0.07567,0.01015,0.01069,0.0591,0.00398,0.11837,0.193,0.03972,0.17832,0.25951,0.20336,0.35882
80,80,Bargenstedt,Schleswig-Holstein,964,Bargenstedt,964,0.48340249,0.51659751,0.02723,0.08418,0.40323,0.28589,0.11026,0.08921,0.04675,0.04663,0.05247,0.04083,0.0483,0.0567,0.05093,0.06209,0.05435,0.07554,0.0875,0.08248,0.06883,0.06177,0.04227,0.05087,0.04184,0.02985,0.09459,0.16896,0.08481,0.01439,0.15527,0.06682,0.1758,0.18891,0.03267,0.01779,0.37159,0.43244,0.07986,0.11611
81,81,Barlt,Schleswig-Holstein,763,Barlt,763,0.49541284,0.50458716,0.1501,0.08441,0.12769,0.13106,0.03534,0.4714,0.04064,0.04078,0.04052,0.04028,0.06286,0.05865,0.05601,0.05251,0.06548,0.07611,0.08692,0.08169,0.06023,0.05192,0.05124,0.05092,0.04358,0.03967,0.1547,0.04792,0.00964,0.06586,0.10858,0.08286,0.20109,0.12552,0.06136,0.14247,0.04513,0.08649,0.09993,0.76845
82,82,Bunsoh,Schleswig-Holstein,793,Bunsoh,793,0.50693569,0.49306431,0.2477,0.09732,0.32758,0.20489,0.02453,0.09798,0.04607,0.03557,0.05299,0.04257,0.05331,0.06191,0.04918,0.06273,0.05314,0.07081,0.07975,0.07718,0.07025,0.05126,0.05503,0.05569,0.04103,0.04151,0.01668,0.01409,0.06209,0.29129,0.01293,0.01303,0.23944,0.01197,0.06766,0.27082,0.3435,0.45814,0.08066,0.11769
83,83,Busenwurth,Schleswig-Holstein,312,Busenwurth,312,0.5224359,0.4775641,0.3651,0.20306,0.04594,0.16258,0.00588,0.21744,0.04449,0.05295,0.03874,0.03874,0.05059,0.05271,0.06331,0.06677,0.0628,0.06495,0.08298,0.08067,0.06251,0.06386,0.05194,0.04772,0.03212,0.04215,0.0071,0.15518,0.08084,0.04115,0.0055,0.09034,0.05425,0.349,0.039,0.17764,0.06431,0.12778,0.03566,0.77225
84,84,Elpersbüttel,Schleswig-Holstein,867,Elpersbüttel,867,0.51903114,0.48096886,0.07507,0.23486,0.11594,0.47712,0.04988,0.04713,0.04673,0.05043,0.03997,0.04592,0.05141,0.04914,0.05956,0.05329,0.04917,0.07873,0.08864,0.08229,0.07497,0.05279,0.04262,0.04828,0.04657,0.03949,0.02571,0.01121,0.13559,0.24992,0.03047,0.06794,0.02965,0.20825,0.13682,0.10443,0.26421,0.09484,0.45011,0.19084
85,85,Epenwöhrden,Schleswig-Holstein,776,Epenwöhrden,776,0.49097938,0.50902062,0.04969,0.22919,0.09012,0.12008,0.09229,0.41863,0.04321,0.04607,0.03797,0.03736,0.05183,0.06707,0.05883,0.06651,0.0527,0.07431,0.08525,0.07723,0.05896,0.0618,0.04705,0.05066,0.04663,0.03655,0.04482,0.07009,0.1768,0.069,0.09312,0.04801,0.12464,0.01975,0.06292,0.29084,0.01828,0.27426,0.4905,0.21697
86,86,Gudendorf,Schleswig-Holstein,391,Gudendorf,391,0.49616368,0.50383632,0.13708,0.05677,0.1152,0.43142,0.18853,0.07099,0.04693,0.04228,0.04061,0.04116,0.05556,0.04665,0.05841,0.05882,0.06044,0.07269,0.0952,0.07358,0.05984,0.0606,0.04373,0.05835,0.04483,0.04033,0.05077,0.04821,0.10329,0.27283,0.04849,0.02576,0.27137,0.01645,0.13997,0.02285,0.04101,0.56726,0.04026,0.35147
87,87,Immenstedt,Schleswig-Holstein,102,Immenstedt,102,0.41176471,0.58823529,0.05043,0.37384,0.08556,0.04427,0.31832,0.12758,0.04585,0.03507,0.03982,0.05023,0.06194,0.05941,0.06451,0.05912,0.05763,0.06411,0.08451,0.07542,0.06077,0.05441,0.05293,0.06268,0.04323,0.02837,0.20445,0.07198,0.21575,0.01343,0.07553,0.00561,0.16798,0.00892,0.21858,0.01776,0.20645,0.15598,0.24728,0.39029
88,88,Krumstedt,Schleswig-Holstein,495,Krumstedt,495,0.50505051,0.49494949,0.0308,0.00646,0.056,0.04614,0.06308,0.79752,0.04667,0.04386,0.05174,0.03293,0.05826,0.05548,0.05007,0.05148,0.05761,0.06177,0.08612,0.08563,0.06733,0.06551,0.05656,0.05609,0.03183,0.04106,0.04818,0.05898,0.05628,0.10528,0.05792,0.44967,0.03353,0.13193,0.03903,0.01921,0.8492,0.0975,0.03723,0.01607
89,89,Meldorf,Schleswig-Holstein,7204,Meldorf,7204,0.48223209,0.51776791,0.13488,0.21098,0.06855,0.09134,0.01558,0.47868,0.0508,0.04362,0.04615,0.03577,0.05346,0.04937,0.05437,0.06286,0.04942,0.07508,0.08405,0.07795,0.06992,0.06354,0.04803,0.06228,0.03492,0.03842,0.08547,0.06595,0.31897,0.09578,0.05899,0.01016,0.01049,0.04237,0.01125,0.30056,0.11406,0.56744,0.00423,0.31426
90,90,Nindorf,Schleswig-Holstein,1132,Nindorf,1132,0.50530035,0.49469965,0.10189,0.15857,0.13868,0.02855,0.46051,0.11179,0.04114,0.05102,0.0491,0.04538,0.0534,0.05847,0.06077,0.05584,0.0516,0.07504,0.08605,0.08857,0.05711,0.05735,0.04121,0.05064,0.03355,0.04376,0.06494,0.00765,0.02147,0.01918,0.00952,0.40754,0.0144,0.16865,0.03708,0.24958,0.10482,0.53609,0.28622,0.07288
91,91,Odderade,Schleswig-Holstein,332,Odderade,332,0.48493976,0.51506024,0.03886,0.24075,0.01121,0.04269,0.17052,0.49596,0.04213,0.04718,0.03821,0.03771,0.05253,0.05702,0.06064,0.05515,0.05641,0.07058,0.09755,0.08704,0.06078,0.05849,0.04781,0.05454,0.0354,0.04084,0.06152,0.05304,0.00358,0.12405,0.07912,0.00522,0.13058,0.16869,0.12191,0.2523,0.12091,0.26083,0.3272,0.29106
92,92,Offenbüttel,Schleswig-Holstein,256,Offenbüttel,256,0.48046875,0.51953125,0.16075,0.09285,0.20104,0.00346,0.48732,0.05457,0.04667,0.04458,0.05295,0.04156,0.05494,0.04981,0.04922,0.06639,0.05534,0.06697,0.08501,0.08507,0.07335,0.05895,0.05073,0.04954,0.03353,0.03541,0.01358,0.13531,0.37666,0.01461,0.19043,0.04516,0.07726,0.03102,0.10246,0.01351,0.01112,0.54633,0.1584,0.28415
93,93,Osterrade,Schleswig-Holstein,412,Osterrade,412,0.50728155,0.49271845,0.07414,0.01347,0.33311,0.06349,0.1807,0.33509,0.0506,0.05118,0.03786,0.04484,0.04715,0.05922,0.05895,0.04935,0.05182,0.07127,0.09255,0.08089,0.0599,0.06088,0.05031,0.05666,0.04252,0.03404,0.10832,0.05972,0.01917,0.06787,0.23222,0.03416,0.04772,0.20759,0.04816,0.17507,0.21505,0.40021,0.02851,0.35623
94,94,Sarzbüttel,Schleswig-Holstein,692,Sarzbüttel,692,0.51156069,0.48843931,0.12565,0.14262,0.20545,0.11038,0.27278,0.14311,0.03467,0.04127,0.04515,0.04603,0.05624,0.06321,0.06347,0.05652,0.05511,0.07086,0.08625,0.07644,0.0686,0.06123,0.04625,0.04883,0.03986,0.04002,0.075,0.29318,0.19006,0.01209,0.06244,0.01918,0.15296,0.14621,0.01249,0.0364,0.02262,0.69204,0.09315,0.19219
95,95,Schafstedt,Schleswig-Holstein,1262,Schafstedt,1262,0.49286846,0.50713154,0.03696,0.04614,0.03499,0.06445,0.43458,0.38288,0.04212,0.0508,0.04171,0.03552,0.0473,0.05983,0.05734,0.06172,0.06042,0.06342,0.08803,0.08306,0.06006,0.06723,0.0484,0.05529,0.03836,0.03938,0.14236,0.16436,0.16592,0.00188,0.00992,0.05189,0.14681,0.20214,0.00975,0.10496,0.00771,0.67035,0.04,0.28194
96,96,Schrum,Schleswig-Holstein,63,Schrum,63,0.55555556,0.44444444,0.19273,0.46056,0.23903,0.00486,0.0534,0.04942,0.03745,0.03861,0.0472,0.04026,0.04841,0.06367,0.05275,0.05623,0.06181,0.06727,0.0857,0.08523,0.06578,0.06171,0.05557,0.05424,0.04097,0.03715,0.06915,0.13743,0.04499,0.05104,0.31442,0.2395,0.05992,0.03522,0.01981,0.02852,0.46404,0.23278,0.30061,0.00257
97,97,Wennbüttel,Schleswig-Holstein,91,Wennbüttel,91,0.45054945,0.54945055,5e-05,0.01768,0.16416,0.10184,0.43559,0.28068,0.04934,0.04222,0.05481,0.04615,0.04569,0.04881,0.05941,0.05397,0.06269,0.0715,0.08367,0.07976,0.06502,0.05725,0.04638,0.0499,0.0416,0.04182,0.03774,0.0121,0.00669,0.48481,0.10876,0.00476,0.02412,0.03651,0.18506,0.09944,0.00795,0.70351,0.24376,0.04478
98,98,Windbergen,Schleswig-Holstein,781,Windbergen,781,0.4993598,0.5006402,0.00929,0.1044,0.00863,0.35756,0.1928,0.32733,0.04091,0.03926,0.04469,0.04371,0.05288,0.05363,0.04886,0.06369,0.04951,0.07848,0.08521,0.08371,0.06466,0.0642,0.0486,0.05602,0.0445,0.03747,0.05112,0.09683,0.04831,0.06273,0.24322,0.09674,0.08624,0.12085,0.04277,0.15118,0.1076,0.64345,0.07058,0.17836
99,99,Wolmersdorf,Schleswig-Holstein,323,Wolmersdorf,323,0.49535604,0.50464396,0.38773,0.19396,0.05094,0.24862,0.09998,0.01877,0.04425,0.04271,0.04043,0.04893,0.05126,0.05301,0.05023,0.05033,0.06281,0.06288,0.09952,0.07972,0.07332,0.05134,0.04404,0.05315,0.0486,0.04349,0.03714,0.08947,0.02626,0.29887,0.01912,0.01155,0.05961,0.26337,0.08937,0.10525,0.03957,0.21471,0.6852,0.06053
100,100,Nordermeldorf,Schleswig-Holstein,591,Nordermeldorf,591,0.52791878,0.47208122,0.07381,0.03707,0.13516,0.24448,0.27068,0.2388,0.0456,0.03454,0.05339,0.04237,0.06047,0.0628,0.06223,0.0542,0.05725,0.066,0.09111,0.07105,0.06355,0.05013,0.05157,0.05558,0.03806,0.04009,0.01385,0.03978,0.06536,0.30417,0.0579,0.0129,0.06748,0.14879,0.08117,0.20859,0.18589,0.19746,0.26823,0.34842
101,101,Tensbüttel-Röst,Schleswig-Holstein,666,Tensbüttel-Röst,666,0.503003,0.496997,0.41672,0.07215,0.19577,0.11954,0.10151,0.09431,0.0411,0.03742,0.05181,0.04954,0.04745,0.05884,0.06661,0.05935,0.05023,0.06679,0.08959,0.07581,0.07626,0.06401,0.04191,0.05028,0.03793,0.03508,0.02301,0.00465,0.37212,0.27055,0.06264,0.04695,0.02432,0.02987,0.13485,0.03105,0.24367,0.13273,0.41109,0.21251
102,102,Büsum,Schleswig-Holstein,4928,Büsum,4928,0.47179383,0.52820617,0.00275,0.00516,0.42121,0.26677,0.28612,0.01799,0.04327,0.04707,0.04105,0.04565,0.06018,0.05658,0.06382,0.0636,0.05129,0.0701,0.08301,0.07751,0.05939,0.06192,0.05683,0.05087,0.03981,0.02804,0.07931,0.02663,0.01961,0.00291,0.11587,0.04549,0.08125,0.30835,0.01548,0.30511,0.44505,0.27548,0.1802,0.09927
103,103,Büsumer Deichhausen,Schleswig-Holstein,364,Büsumer Deichhausen,364,0.46703297,0.53296703,0.01219,0.02946,0.4271,0.19675,0.04621,0.28829,0.04686,0.03973,0.03925,0.0447,0.05366,0.04944,0.05561,0.0562,0.06533,0.0657,0.09047,0.09027,0.06881,0.06406,0.05278,0.04712,0.03806,0.03195,0.0393,0.03169,0.01143,0.23062,0.02759,0.11103,0.04255,0.40099,0.08435,0.02045,0.1492,0.13997,0.17788,0.53295
104,104,Friedrichsgabekoog,Schleswig-Holstein,53,Friedrichsgabekoog,53,0.52830189,0.47169811,0.07229,0.40492,0.00594,0.14848,0.08796,0.2804,0.04771,0.04793,0.04227,0.03895,0.05632,0.05038,0.0604,0.05259,0.06138,0.07452,0.08016,0.08423,0.05869,0.05178,0.05484,0.04907,0.0471,0.04167,0.11028,0.24458,0.12825,0.09151,0.09343,0.01834,0.08104,0.20991,0.00074,0.02192,0.09626,0.5638,0.27892,0.06102
105,105,Hedwigenkoog,Schleswig-Holstein,215,Hedwigenkoog,215,0.49302326,0.50697674,0.0905,0.09784,0.15079,0.10567,0.05088,0.50432,0.04029,0.04988,0.04496,0.03489,0.05844,0.05366,0.05697,0.06364,0.05119,0.08035,0.09575,0.07339,0.05757,0.05786,0.04926,0.0511,0.03613,0.04467,0.04622,0.37053,0.0669,0.02709,0.06571,0.01979,0.19055,0.01348,0.18647,0.01326,0.17982,0.28767,0.18985,0.34266
106,106,Hellschen-Heringsand-Unterschaar,Schleswig-Holstein,168,Hellschen-Heringsand-Unterschaar,168,0.5297619,0.4702381,0.3284,0.32649,0.11374,0.00541,0.14637,0.0796,0.04334,0.04117,0.05086,0.04671,0.05239,0.06025,0.05112,0.06071,0.05908,0.07161,0.08386,0.07551,0.05818,0.05821,0.05207,0.05626,0.03514,0.04349,0.30605,0.07177,0.10024,0.10115,0.03132,0.027,0.03427,0.07483,0.11729,0.13609,0.19825,0.20862,0.00578,0.58735
107,107,Hillgroven,Schleswig-Holstein,60,Hillgroven,60,0.61666667,0.38333333,0.10765,0.03326,0.26959,0.2312,0.15322,0.20508,0.04267,0.05039,0.04706,0.04129,0.05614,0.05429,0.06391,0.05773,0.06317,0.0659,0.08354,0.07199,0.06341,0.05576,0.04801,0.05553,0.04058,0.03863,0.03156,0.03222,0.02148,0.03296,0.28572,0.12066,0.01105,0.22505,0.03894,0.20037,0.1911,0.2325,0.14415,0.43224
108,108,Norddeich,Schleswig-Holstein,417,Norddeich,417,0.52038369,0.47961631,0.08923,0.32277,0.01234,0.45028,0.08604,0.03934,0.04298,0.03996,0.03927,0.03712,0.05982,0.05999,0.06037,0.06167,0.04979,0.06753,0.09597,0.07854,0.0603,0.06238,0.0418,0.06527,0.04747,0.02977,0.29968,0.01581,0.03087,0.09705,0.08016,0.22342,0.07809,0.06071,0.0708,0.04341,0.29388,0.00626,0.19385,0.506
109,109,Oesterdeichstrich,Schleswig-Holstein,262,Oesterdeichstrich,262,0.51908397,0.48091603,0.00405,0.62113,0.04536,0.06341,0.18723,0.07883,0.04869,0.05016,0.04682,0.0407,0.05173,0.05728,0.06338,0.05327,0.06151,0.06204,0.09173,0.08827,0.0565,0.05488,0.04781,0.05241,0.04076,0.03207,0.03795,0.07684,0.22874,0.09717,0.06791,0.0918,0.00789,0.34,0.01508,0.03662,0.03404,0.05845,0.83086,0.07664
110,110,Reinsbüttel,Schleswig-Holstein,411,Reinsbüttel,411,0.50364964,0.49635036,0.03394,0.47522,0.15556,0.13789,0.12888,0.0685,0.0371,0.04494,0.05064,0.03752,0.0569,0.0552,0.06387,0.05798,0.06446,0.07603,0.09094,0.0794,0.05999,0.05139,0.0448,0.05472,0.03385,0.04027,0.0477,0.13193,0.01084,0.13782,0.06912,0.0476,0.41539,0.0679,0.07077,0.00094,0.41977,0.30823,0.21586,0.05614
111,111,Schülp,Schleswig-Holstein,395,Schülp,395,0.52405063,0.47594937,0.3743,0.03537,0.12217,0.16409,0.01878,0.28529,0.04539,0.038,0.05188,0.03369,0.0558,0.0509,0.05659,0.06698,0.05971,0.06359,0.0865,0.08643,0.06934,0.05875,0.0535,0.05104,0.04309,0.02882,0.07493,0.07881,0.07319,0.03944,0.0106,0.04015,0.16266,0.18417,0.10538,0.23067,0.08873,0.04319,0.34982,0.51826
112,112,Strübbel,Schleswig-Holstein,89,Strübbel,89,0.41573034,0.58426966,0.46861,0.11403,0.20102,0.05851,0.07587,0.08197,0.04024,0.04506,0.05175,0.03839,0.05524,0.05163,0.06094,0.05088,0.066,0.06248,0.09096,0.07798,0.06739,0.05637,0.05026,0.06106,0.03758,0.03577,0.08468,0.01339,0.14762,0.06854,0.07983,0.26522,0.00185,0.06716,0.1722,0.0995,0.39779,0.40672,0.10157,0.09391
113,113,Süderdeich,Schleswig-Holstein,471,Süderdeich,471,0.49044586,0.50955414,0.00593,0.14648,0.09621,0.5741,0.11719,0.06008,0.03635,0.0444,0.05034,0.0355,0.05286,0.05722,0.06379,0.05272,0.06483,0.07049,0.08718,0.07944,0.07026,0.06299,0.04445,0.05373,0.03867,0.03477,0.01603,0.19417,0.29133,0.0039,0.07306,0.02925,0.05312,0.06682,0.13106,0.14125,0.21487,0.3416,0.3647,0.07883
114,114,Warwerort,Schleswig-Holstein,234,Warwerort,234,0.52136752,0.47863248,0.08417,0.45498,0.0975,0.1171,0.23033,0.01591,0.03706,0.04356,0.05291,0.04053,0.06155,0.0675,0.05377,0.06697,0.05266,0.06462,0.09777,0.07666,0.0594,0.05842,0.04958,0.05102,0.03456,0.03147,0.00428,0.08607,0.03035,0.1301,0.20308,0.05667,0.00937,0.25114,0.16358,0.06537,0.06257,0.25452,0.20667,0.47624
